car_id,model,transmission,mileage,fuel_type,mpg,engine_size,year
43415, Golf,Manual,51000,Diesel,67.3,2.0,2014
43416, Golf,Semi-Auto,19700,Diesel,57.7,2.0,2018
43417, Golf,Semi-Auto,52000,Petrol,44.1,2.0,2015
43418, Golf,Manual,17500,Petrol,53.3,1.4,2015
43419, Golf,Semi-Auto,50,Diesel,45.6,1.6,2018
43420, Golf,Semi-Auto,6500,Petrol,43.5,1.5,2018
43421, Golf,Semi-Auto,14813,Diesel,45.6,1.6,2018
43422, Golf,Semi-Auto,850,Petrol,45.6,1.6,2018
43423, Golf,Semi-Auto,8508,Petrol,37.7,2.0,2019
43424, Golf,Automatic,4868,Petrol,44.8,1.0,2019
43425, Golf,Manual,9129,Petrol,37.2,2.0,2019
43426, Golf,Semi-Auto,28185,Diesel,57.7,2.0,2017
43427, Golf,Semi-Auto,4944,Petrol,37.7,2.0,2019
43428, Golf,Semi-Auto,12977,Diesel,56.5,2.0,2018
43429, Golf,Manual,40595,Diesel,64.2,2.0,2017
43430, Golf,Semi-Auto,27131,Petrol,40.4,2.0,2016
43431, Golf,Manual,6717,Petrol,37.2,2.0,2019
43432, Golf,Semi-Auto,17512,Diesel,58.9,1.6,2017
43433, Golf,Manual,20977,Petrol,58.9,1.0,2017
43434, Golf,Manual,37315,Petrol,53.3,1.4,2015
43435, Golf,Semi-Auto,13021,Diesel,54.3,1.6,2019
43436, Golf,Semi-Auto,11856,Petrol,55.4,1.4,2018
43437, Golf,Manual,11427,Petrol,37.7,2.0,2018
43438, Golf,Manual,6000,Petrol,47.1,1.5,2019
43439, Golf,Manual,6000,Petrol,45.6,1.5,2019
43440, Golf,Manual,6514,Petrol,49.6,1.5,2019
43441, Golf,Manual,19744,Diesel,74.3,1.6,2017
43442, Golf,Manual,33205,Diesel,74.3,1.6,2016
43443, Golf,Automatic,9482,Hybrid,166.2,1.4,2018
43444, Golf,Semi-Auto,6545,Diesel,49.6,2.0,2019
43445, Golf,Automatic,17789,Hybrid,156.9,1.4,2017
43446, Golf,Manual,9906,Petrol,57.7,1.0,2019
43447, Golf,Manual,33063,Diesel,61.4,1.6,2017
43448, Golf,Semi-Auto,24782,Petrol,53.3,1.4,2016
43449, Golf,Manual,12033,Petrol,49.6,1.0,2019
43450, Golf,Semi-Auto,4459,Petrol,43.5,1.5,2019
43451, Golf,Semi-Auto,4459,Petrol,47.1,1.5,2019
43452, Golf,Manual,15252,Diesel,57.7,1.6,2019
43453, Golf,Manual,15346,Diesel,57.7,1.6,2019
43454, Golf,Semi-Auto,12938,Petrol,39.8,2.0,2016
43455, Golf,Automatic,2000,Petrol,45.6,1.5,2019
43456, Golf,Manual,16500,Diesel,67.3,2.0,2016
43457, Golf,Semi-Auto,32000,Petrol,65.7,1.0,2016
43458, Golf,Semi-Auto,8106,Petrol,45.6,1.6,2019
43459, Golf,Manual,7500,Diesel,67.3,2.0,2018
43460, Golf,Manual,6513,Petrol,49.6,1.5,2019
43461, Golf,Manual,6000,Petrol,45.6,1.5,2019
43462, Golf,Manual,18500,Petrol,53.3,1.4,2016
43463, Golf,Manual,100,Diesel,67.3,2.0,2018
43464, Golf,Manual,4122,Petrol,45.6,1.5,2019
43465, Golf,Manual,38000,Petrol,53.3,1.4,2016
43466, Golf,Manual,24500,Petrol,47.1,2.0,2016
43467, Golf,Manual,3000,Petrol,47.1,1.5,2019
43468, Golf,Manual,12787,Petrol,54.3,1.4,2017
43469, Golf,Manual,16438,Petrol,65.7,1.0,2017
43470, Golf,Manual,6076,Petrol,45.6,1.5,2019
43471, Golf,Manual,35000,Petrol,53.3,1.4,2016
43472, Golf,Manual,10800,Diesel,74.3,1.6,2017
43473, Golf,Manual,5200,Petrol,49.6,1.0,2019
43474, Golf,Manual,11785,Petrol,65.7,1.0,2017
43475, Golf,Manual,9456,Petrol,60.1,1.4,2017
43476, Golf,Semi-Auto,20131,Petrol,47.1,1.5,2019
43477, Golf,Semi-Auto,2970,Petrol,32.8,2.0,2019
43478, Golf,Semi-Auto,9747,Petrol,32.8,2.0,2019
43479, Golf,Manual,4868,Petrol,45.6,1.5,2018
43480, Golf,Semi-Auto,7981,Petrol,32.8,2.0,2019
43481, Golf,Manual,23213,Petrol,53.3,1.4,2017
43482, Golf,Semi-Auto,16500,Petrol,45.6,1.0,2019
43483, Golf,Manual,38550,Petrol,58.9,1.4,2016
43484, Golf,Semi-Auto,15350,Petrol,44.8,1.0,2019
43485, Golf,Semi-Auto,11650,Petrol,45.6,1.0,2019
43486, Golf,Semi-Auto,15700,Petrol,53.3,1.4,2015
43487, Golf,Manual,31191,Diesel,68.9,2.0,2017
43488, Golf,Manual,25070,Diesel,74.3,1.6,2016
43489, Golf,Manual,14214,Petrol,53.3,1.4,2016
43490, Golf,Semi-Auto,23500,Petrol,53.3,1.4,2015
43491, Golf,Semi-Auto,22987,Petrol,55.4,1.4,2017
43492, Golf,Manual,27948,Diesel,68.9,2.0,2014
43493, Golf,Semi-Auto,56310,Petrol,44.1,2.0,2015
43494, Golf,Manual,28178,Diesel,74.3,1.6,2017
43495, Golf,Manual,16370,Petrol,53.3,1.4,2017
43496, Golf,Semi-Auto,17887,Petrol,55.4,1.4,2017
43497, Golf,Semi-Auto,15000,Petrol,55.4,1.4,2017
43498, Golf,Manual,1000,Petrol,47.1,1.5,2020
43499, Golf,Manual,25000,Petrol,35.8,2.0,2017
43500, Golf,Manual,51101,Petrol,53.3,1.4,2013
43501, Golf,Manual,25165,Petrol,55.4,1.4,2017
43502, Golf,Manual,12652,Diesel,55.4,1.6,2018
43503, Golf,Manual,25441,Petrol,53.3,1.4,2016
43504, Golf,Manual,4256,Petrol,45.6,1.5,2019
43505, Golf,Manual,31586,Diesel,67.3,2.0,2014
43506, Golf,Semi-Auto,2000,Hybrid,44.8,1.5,2020
43507, Golf,Manual,2000,Petrol,49.6,1.5,2020
43508, Golf,Manual,1000,Petrol,49.6,1.5,2020
43509, Golf,Semi-Auto,3131,Petrol,43.5,1.5,2019
43510, Golf,Manual,100,Diesel,57.7,1.6,2019
43511, Golf,Semi-Auto,15661,Petrol,45.6,1.0,2019
43512, Golf,Semi-Auto,12187,Petrol,39.2,2.0,2017
43513, Golf,Manual,37915,Diesel,74.3,1.6,2016
43514, Golf,Semi-Auto,10232,Diesel,52.3,1.6,2019
43515, Golf,Manual,10436,Petrol,49.6,1.0,2019
43516, Golf,Manual,29837,Petrol,53.3,1.4,2016
43517, Golf,Manual,16060,Petrol,47.1,2.0,2015
43518, Golf,Semi-Auto,25557,Diesel,57.7,2.0,2018
43519, Golf,Manual,24828,Diesel,61.4,1.6,2017
43520, Golf,Semi-Auto,1125,Petrol,37.7,2.0,2019
43521, Golf,Semi-Auto,9607,Diesel,54.3,1.6,2019
43522, Golf,Manual,32062,Diesel,72.4,1.6,2017
43523, Golf,Semi-Auto,2345,Petrol,43.5,1.5,2019
43524, Golf,Manual,15730,Diesel,74.3,1.6,2016
43525, Golf,Automatic,11656,Petrol,39.2,2.0,2017
43526, Golf,Manual,21025,Diesel,60.1,2.0,2017
43527, Golf,Manual,19258,Petrol,44.1,2.0,2017
43528, Golf,Semi-Auto,25184,Diesel,57.7,2.0,2018
43529, Golf,Manual,44839,Diesel,67.3,2.0,2017
43530, Golf,Manual,3000,Petrol,47.1,1.5,2019
43531, Golf,Semi-Auto,2990,Diesel,49.6,2.0,2019
43532, Golf,Semi-Auto,14000,Petrol,60.1,1.4,2016
43533, Golf,Manual,41188,Diesel,61.4,1.6,2017
43534, Golf,Manual,47629,Diesel,88.3,1.6,2015
43535, Golf,Semi-Auto,41271,Diesel,67.3,2.0,2017
43536, Golf,Manual,38462,Diesel,74.3,1.6,2017
43537, Golf,Manual,23000,Petrol,54.3,1.4,2017
43538, Golf,Semi-Auto,9500,Petrol,36.2,2.0,2019
43539, Golf,Manual,30000,Petrol,58.9,1.5,2018
43540, Golf,Semi-Auto,28293,Petrol,55.4,1.4,2018
43541, Golf,Semi-Auto,29382,Diesel,67.3,2.0,2018
43542, Golf,Manual,28179,Diesel,74.3,1.6,2017
43543, Golf,Manual,29767,Diesel,61.4,1.6,2017
43544, Golf,Semi-Auto,30000,Diesel,62.8,2.0,2016
43545, Golf,Manual,32000,Petrol,53.3,1.4,2015
43546, Golf,Manual,12000,Petrol,58.9,1.5,2018
43547, Golf,Semi-Auto,6000,Petrol,37.7,2.0,2019
43548, Golf,Manual,13000,Petrol,55.4,1.5,2018
43549, Golf,Semi-Auto,17195,Petrol,44.1,2.0,2017
43550, Golf,Manual,14000,Diesel,67.3,2.0,2015
43551, Golf,Semi-Auto,50017,Diesel,62.8,2.0,2017
43552, Golf,Manual,1200,Petrol,37.2,2.0,2019
43553, Golf,Manual,32000,Diesel,74.3,1.6,2016
43554, Golf,Manual,12000,Petrol,53.3,1.4,2017
43555, Golf,Semi-Auto,5992,Petrol,55.4,1.4,2017
43556, Golf,Manual,2355,Petrol,47.9,1.5,2019
43557, Golf,Manual,9884,Petrol,47.1,2.0,2016
43558, Golf,Manual,10200,Petrol,37.2,2.0,2019
43559, Golf,Automatic,4500,Petrol,32.8,2.0,2019
43560, Golf,Manual,1118,Petrol,49.6,1.5,2020
43561, Golf,Semi-Auto,3000,Petrol,45.6,1.5,2019
43562, Golf,Semi-Auto,4477,Petrol,32.8,2.0,2019
43563, Golf,Semi-Auto,7563,Petrol,32.8,2.0,2019
43564, Golf,Semi-Auto,25237,Petrol,39.8,2.0,2018
43565, Golf,Manual,16666,Petrol,35.8,2.0,2018
43566, Golf,Semi-Auto,4562,Petrol,37.7,2.0,2019
43567, Golf,Manual,3966,Petrol,45.6,1.5,2019
43568, Golf,Semi-Auto,1984,Petrol,37.7,2.0,2019
43569, Golf,Manual,40000,Petrol,47.1,2.0,2015
43570, Golf,Manual,50,Diesel,62.8,2.0,2019
43571, Golf,Semi-Auto,50,Petrol,37.7,2.0,2019
43572, Golf,Manual,50000,Petrol,53.3,1.4,2015
43573, Golf,Semi-Auto,50,Diesel,61.4,2.0,2019
43574, Golf,Manual,29254,Petrol,53.3,1.4,2016
43575, Golf,Manual,4047,Petrol,47.1,1.5,2019
43576, Golf,Manual,14759,Petrol,53.3,1.4,2016
43577, Golf,Semi-Auto,33456,Petrol,54.3,1.4,2017
43578, Golf,Semi-Auto,2000,Hybrid,141.3,1.4,2020
43579, Golf,Manual,3000,Petrol,47.1,1.5,2020
43580, Golf,Manual,1500,Petrol,50.4,1.5,2020
43581, Golf,Semi-Auto,7171,Petrol,47.1,1.5,2019
43582, Golf,Semi-Auto,9586,Petrol,47.1,1.5,2019
43583, Golf,Manual,18778,Petrol,65.7,1.0,2017
43584, Golf,Semi-Auto,33879,Diesel,62.8,2.0,2016
43585, Golf,Manual,6910,Petrol,37.7,2.0,2019
43586, Golf,Manual,3000,Petrol,47.1,1.5,2020
43587, Golf,Manual,49751,Diesel,68.9,1.6,2014
43588, Golf,Manual,3000,Petrol,45.6,1.5,2020
43589, Golf,Semi-Auto,3000,Petrol,32.8,2.0,2019
43590, Golf,Manual,2000,Petrol,47.9,1.5,2020
43591, Golf,Semi-Auto,9823,Petrol,47.1,1.5,2019
43592, Golf,Semi-Auto,1657,Petrol,44.1,1.5,2020
43593, Golf,Semi-Auto,3219,Diesel,53.3,2.0,2020
43594, Golf,Manual,8526,Petrol,47.1,1.5,2019
43595, Golf,Semi-Auto,23214,Petrol,65.7,1.0,2016
43596, Golf,Semi-Auto,42031,Diesel,62.8,2.0,2015
43597, Golf,Semi-Auto,17568,Petrol,39.2,2.0,2017
43598, Golf,Semi-Auto,76077,Diesel,62.8,2.0,2016
43599, Golf,Manual,11534,Petrol,47.1,1.5,2018
43600, Golf,Automatic,2000,Petrol,32.8,2.0,2019
43601, Golf,Manual,4441,Petrol,45.6,1.5,2019
43602, Golf,Semi-Auto,22670,Petrol,54.3,1.0,2017
43603, Golf,Manual,34231,Petrol,39.8,2.0,2015
43604, Golf,Manual,8195,Petrol,47.1,1.5,2019
43605, Golf,Manual,60368,Diesel,68.9,2.0,2013
43606, Golf,Manual,32915,Diesel,60.1,2.0,2017
43607, Golf,Manual,2000,Petrol,49.6,1.5,2020
43608, Golf,Semi-Auto,40572,Petrol,56.5,1.4,2014
43609, Golf,Manual,30732,Petrol,53.3,1.4,2016
43610, Golf,Semi-Auto,9219,Petrol,32.8,2.0,2019
43611, Golf,Semi-Auto,22502,Petrol,39.8,2.0,2017
43612, Golf,Automatic,5721,Petrol,32.8,2.0,2019
43613, Golf,Semi-Auto,18072,Petrol,44.1,2.0,2016
43614, Golf,Manual,11530,Petrol,53.3,1.4,2016
43615, Golf,Manual,38536,Diesel,74.3,1.6,2017
43616, Golf,Semi-Auto,6400,Petrol,32.8,2.0,2019
43617, Golf,Semi-Auto,1147,Petrol,32.8,2.0,2019
43618, Golf,Manual,4000,Petrol,47.1,1.5,2019
43619, Golf,Manual,3000,Petrol,45.6,1.5,2019
43620, Golf,Semi-Auto,1000,Petrol,45.6,1.5,2020
43621, Golf,Semi-Auto,4066,Petrol,36.2,2.0,2020
43622, Golf,Manual,49408,Petrol,58.9,1.4,2014
43623, Golf,Manual,31539,Petrol,53.3,1.4,2015
43624, Golf,Semi-Auto,20718,Petrol,53.3,1.4,2017
43625, Golf,Semi-Auto,17618,Hybrid,166.2,1.4,2017
43626, Golf,Manual,22291,Diesel,67.3,2.0,2017
43627, Golf,Manual,56914,Petrol,39.8,2.0,2015
43628, Golf,Manual,44396,Petrol,53.3,1.4,2016
43629, Golf,Semi-Auto,34882,Petrol,65.7,1.0,2016
43630, Golf,Manual,30456,Petrol,53.3,1.4,2017
43631, Golf,Semi-Auto,3000,Hybrid,44.8,1.5,2020
43632, Golf,Semi-Auto,3000,Hybrid,44.8,1.5,2020
43633, Golf,Semi-Auto,4533,Petrol,43.5,1.5,2019
43634, Golf,Semi-Auto,5520,Diesel,49.6,2.0,2019
43635, Golf,Semi-Auto,9084,Diesel,72.4,1.6,2018
43636, Golf,Semi-Auto,4452,Petrol,45.6,1.5,2019
43637, Golf,Manual,37164,Diesel,74.3,1.6,2013
43638, Golf,Semi-Auto,6904,Petrol,43.5,1.5,2019
43639, Golf,Automatic,6441,Diesel,52.3,2.0,2019
43640, Golf,Semi-Auto,6315,Petrol,43.5,1.5,2019
43641, Golf,Semi-Auto,18732,Diesel,58.9,1.6,2017
43642, Golf,Manual,56507,Diesel,67.3,2.0,2016
43643, Golf,Semi-Auto,4565,Petrol,43.5,1.5,2019
43644, Golf,Manual,15231,Petrol,49.6,1.0,2019
43645, Golf,Manual,35294,Petrol,47.1,2.0,2016
43646, Golf,Manual,11380,Petrol,37.7,2.0,2018
43647, Golf,Manual,36383,Petrol,54.3,1.4,2017
43648, Golf,Manual,32706,Petrol,54.3,1.4,2017
43649, Golf,Manual,37958,Petrol,60.1,1.4,2017
43650, Golf,Semi-Auto,23537,Petrol,44.1,2.0,2018
43651, Golf,Semi-Auto,3000,Petrol,43.5,1.5,2019
43652, Golf,Semi-Auto,27556,Petrol,44.1,2.0,2016
43653, Golf,Semi-Auto,31244,Petrol,55.4,1.4,2017
43654, Golf,Manual,33344,Petrol,58.9,1.0,2017
43655, Golf,Manual,40157,Diesel,67.3,1.6,2017
43656, Golf,Semi-Auto,20994,Petrol,53.3,1.4,2017
43657, Golf,Manual,2560,Petrol,47.1,1.5,2020
43658, Golf,Semi-Auto,39465,Petrol,55.4,1.4,2017
43659, Golf,Semi-Auto,28526,Petrol,53.3,1.4,2015
43660, Golf,Semi-Auto,60250,Petrol,44.1,2.0,2017
43661, Golf,Manual,88709,Diesel,68.9,2.0,2014
43662, Golf,Manual,36730,Diesel,68.9,2.0,2016
43663, Golf,Manual,45642,Diesel,74.3,1.6,2016
43664, Golf,Semi-Auto,7519,Petrol,55.4,1.5,2017
43665, Golf,Semi-Auto,48314,Diesel,56.5,2.0,2016
43666, Golf,Manual,10465,Diesel,57.7,1.6,2019
43667, Golf,Semi-Auto,18742,Diesel,54.3,1.6,2019
43668, Golf,Manual,41000,Petrol,58.9,1.4,2015
43669, Golf,Manual,11170,Diesel,57.7,1.6,2019
43670, Golf,Manual,13504,Diesel,57.7,1.6,2019
43671, Golf,Manual,14962,Petrol,47.1,1.5,2019
43672, Golf,Semi-Auto,16991,Diesel,54.3,1.6,2019
43673, Golf,Manual,13610,Petrol,49.6,1.0,2019
43674, Golf,Semi-Auto,4411,Petrol,36.2,2.0,2020
43675, Golf,Manual,13037,Petrol,46.3,1.5,2019
43676, Golf,Manual,8864,Petrol,49.6,1.0,2019
43677, Golf,Manual,8438,Petrol,49.6,1.0,2019
43678, Golf,Manual,9247,Petrol,49.6,1.0,2019
43679, Golf,Manual,12679,Petrol,49.6,1.0,2019
43680, Golf,Manual,11560,Petrol,49.6,1.0,2019
43681, Golf,Manual,24622,Diesel,68.9,1.6,2014
43682, Golf,Manual,17799,Diesel,61.4,1.6,2017
43683, Golf,Manual,71431,Petrol,53.3,1.4,2014
43684, Golf,Semi-Auto,31876,Petrol,44.1,2.0,2015
43685, Golf,Semi-Auto,40850,Petrol,53.3,1.4,2016
43686, Golf,Semi-Auto,2368,Diesel,54.3,1.6,2019
43687, Golf,Semi-Auto,15773,Diesel,54.3,1.6,2019
43688, Golf,Manual,41146,Petrol,54.3,1.4,2017
43689, Golf,Manual,60009,Diesel,74.3,1.6,2016
43690, Golf,Automatic,6542,Diesel,52.3,2.0,2019
43691, Golf,Manual,18105,Diesel,74.3,1.6,2017
43692, Golf,Manual,16298,Diesel,60.1,2.0,2018
43693, Golf,Manual,50901,Diesel,60.1,2.0,2017
43694, Golf,Automatic,6772,Petrol,45.6,1.5,2019
43695, Golf,Semi-Auto,1501,Petrol,43.5,1.5,2019
43696, Golf,Semi-Auto,56801,Diesel,62.8,2.0,2016
43697, Golf,Manual,15149,Diesel,57.7,1.6,2019
43698, Golf,Semi-Auto,4898,Diesel,52.3,2.0,2020
43699, Golf,Semi-Auto,6314,Petrol,44.8,2.0,2018
43700, Golf,Manual,31069,Diesel,74.3,1.6,2017
43701, Golf,Semi-Auto,6275,Petrol,32.8,2.0,2019
43702, Golf,Semi-Auto,8518,Petrol,32.8,2.0,2019
43703, Golf,Semi-Auto,5599,Petrol,32.8,2.0,2019
43704, Golf,Semi-Auto,12400,Petrol,32.8,2.0,2019
43705, Golf,Semi-Auto,27627,Diesel,67.3,1.6,2016
43706, Golf,Semi-Auto,16000,Petrol,44.1,2.0,2017
43707, Golf,Semi-Auto,100,Petrol,43.5,1.5,2019
43708, Golf,Semi-Auto,41765,Diesel,58.9,1.6,2016
43709, Golf,Semi-Auto,17450,Petrol,44.8,2.0,2019
43710, Golf,Manual,18599,Petrol,54.3,1.4,2017
43711, Golf,Manual,23741,Diesel,74.3,1.6,2017
43712, Golf,Manual,3500,Petrol,47.1,1.5,2019
43713, Golf,Semi-Auto,9430,Petrol,37.7,2.0,2019
43714, Golf,Semi-Auto,57488,Diesel,62.8,2.0,2015
43715, Golf,Semi-Auto,43257,Diesel,67.3,1.6,2015
43716, Golf,Manual,195,Diesel,57.7,1.6,2019
43717, Golf,Semi-Auto,2784,Petrol,43.5,1.5,2019
43718, Golf,Automatic,8000,Petrol,36.2,2.0,2019
43719, Golf,Manual,20500,Petrol,58.9,1.5,2018
43720, Golf,Manual,36150,Petrol,53.3,1.4,2016
43721, Golf,Semi-Auto,9290,Petrol,32.8,2.0,2019
43722, Golf,Semi-Auto,2300,Hybrid,44.8,1.5,2020
43723, Golf,Semi-Auto,1500,Petrol,45.6,1.5,2020
43724, Golf,Semi-Auto,24250,Petrol,44.1,2.0,2016
43725, Golf,Semi-Auto,3500,Petrol,43.5,1.5,2019
43726, Golf,Semi-Auto,7100,Petrol,45.6,1.5,2019
43727, Golf,Semi-Auto,950,Petrol,37.7,2.0,2019
43728, Golf,Manual,32166,Petrol,53.3,1.4,2014
43729, Golf,Automatic,5233,Petrol,44.1,1.5,2019
43730, Golf,Automatic,11500,Petrol,37.7,2.0,2019
43731, Golf,Manual,100,Diesel,62.8,2.0,2019
43732, Golf,Semi-Auto,3678,Diesel,52.3,2.0,2019
43733, Golf,Manual,5300,Petrol,54.3,1.4,2017
43734, Golf,Manual,22100,Petrol,58.9,1.5,2018
43735, Golf,Automatic,5000,Petrol,37.7,2.0,2019
43736, Golf,Semi-Auto,1658,Petrol,36.2,2.0,2019
43737, Golf,Semi-Auto,11800,Petrol,47.1,1.5,2019
43738, Golf,Automatic,24700,Hybrid,166.2,1.4,2017
43739, Golf,Manual,3000,Diesel,57.7,1.6,2019
43740, Golf,Semi-Auto,22000,Diesel,62.8,2.0,2016
43741, Golf,Semi-Auto,3000,Petrol,32.8,2.0,2020
43742, Golf,Semi-Auto,17900,Petrol,39.8,2.0,2017
43743, Golf,Semi-Auto,15000,Petrol,55.4,1.5,2017
43744, Golf,Manual,24000,Petrol,49.6,1.0,2018
43745, Golf,Semi-Auto,11200,Petrol,54.3,1.4,2017
43746, Golf,Manual,36600,Petrol,58.9,1.4,2013
43747, Golf,Automatic,30700,Hybrid,166.2,1.4,2017
43748, Golf,Semi-Auto,2000,Petrol,36.2,2.0,2019
43749, Golf,Manual,3000,Diesel,55.4,2.0,2019
43750, Golf,Manual,28000,Petrol,53.3,1.4,2016
43751, Golf,Manual,18000,Petrol,53.3,1.4,2017
43752, Golf,Manual,19000,Petrol,39.8,2.0,2016
43753, Golf,Automatic,27000,Petrol,65.7,1.0,2017
43754, Golf,Automatic,17000,Petrol,44.8,2.0,2018
43755, Golf,Semi-Auto,24000,Petrol,44.1,2.0,2016
43756, Golf,Semi-Auto,41900,Diesel,52.3,2.0,2011
43757, Golf,Automatic,6195,Petrol,43.5,1.5,2019
43758, Golf,Manual,20902,Petrol,53.3,1.4,2016
43759, Golf,Manual,7260,Petrol,46.3,1.5,2019
43760, Golf,Semi-Auto,33294,Diesel,62.8,2.0,2016
43761, Golf,Semi-Auto,26850,Diesel,72.4,1.6,2014
43762, Golf,Manual,6000,Petrol,45.6,1.5,2019
43763, Golf,Automatic,25000,Diesel,57.7,2.0,2017
43764, Golf,Automatic,1425,Petrol,32.8,2.0,2020
43765, Golf,Manual,9029,Petrol,49.6,1.0,2019
43766, Golf,Automatic,31513,Hybrid,188.3,1.4,2016
43767, Golf,Automatic,36446,Diesel,72.4,1.6,2018
43768, Golf,Manual,500,Petrol,47.1,1.5,2020
43769, Golf,Manual,37089,Petrol,53.3,1.4,2016
43770, Golf,Manual,5000,Petrol,49.6,1.5,2020
43771, Golf,Automatic,8335,Petrol,32.8,2.0,2019
43772, Golf,Manual,46179,Diesel,67.3,2.0,2014
43773, Golf,Semi-Auto,25256,Hybrid,156.9,1.4,2017
43774, Golf,Automatic,31781,Hybrid,156.9,1.4,2017
43775, Golf,Automatic,5734,Petrol,45.6,1.5,2019
43776, Golf,Manual,42133,Petrol,58.9,1.0,2018
43777, Golf,Automatic,11707,Petrol,32.8,2.0,2019
43778, Golf,Automatic,776,Diesel,60.1,2.0,2020
43779, Golf,Automatic,1000,Hybrid,141.3,1.4,2020
43780, Golf,Manual,56600,Petrol,53.3,1.4,2014
43781, Golf,Manual,517,Petrol,49.6,1.5,2020
43782, Golf,Manual,12000,Petrol,54.3,1.4,2018
43783, Golf,Manual,34516,Diesel,67.3,2.0,2014
43784, Golf,Manual,34638,Petrol,55.4,1.5,2017
43785, Golf,Automatic,14000,Petrol,44.8,2.0,2018
43786, Golf,Manual,2302,Petrol,47.9,1.5,2020
43787, Golf,Manual,3608,Petrol,47.9,1.5,2020
43788, Golf,Automatic,4803,Diesel,52.3,1.6,2019
43789, Golf,Manual,1834,Petrol,49.6,1.5,2020
43790, Golf,Automatic,1602,Diesel,53.3,2.0,2019
43791, Golf,Automatic,1000,Hybrid,141.3,1.4,2020
43792, Golf,Manual,30400,Petrol,53.3,1.4,2017
43793, Golf,Manual,18500,Diesel,67.3,2.0,2017
43794, Golf,Automatic,10100,Petrol,55.4,1.5,2017
43795, Golf,Automatic,11467,Petrol,32.8,2.0,2019
43796, Golf,Automatic,2094,Petrol,32.8,2.0,2019
43797, Golf,Manual,26000,Diesel,60.1,2.0,2017
43798, Golf,Automatic,7773,Hybrid,156.9,1.4,2018
43799, Golf,Automatic,23500,Hybrid,156.9,1.4,2017
43800, Golf,Manual,83825,Diesel,62.8,1.6,2010
43801, Golf,Automatic,25585,Diesel,72.4,1.6,2017
43802, Golf,Manual,47500,Petrol,45.6,1.4,2012
43803, Golf,Automatic,33000,Petrol,47.1,1.4,2011
43804, Golf,Manual,35378,Diesel,74.3,1.6,2017
43805, Golf,Manual,20000,Diesel,72.4,1.6,2016
43806, Golf,Manual,83711,Diesel,68.9,2.0,2014
43807, Golf,Automatic,38177,Diesel,57.7,2.0,2017
43808, Golf,Manual,101702,Diesel,68.9,1.6,2009
43809, Golf,Manual,22274,Petrol,39.8,2.0,2016
43810, Golf,Semi-Auto,62908,Diesel,62.8,2.0,2016
43811, Golf,Automatic,42666,Petrol,39.8,2.0,2016
43812, Golf,Semi-Auto,33219,Petrol,60.1,1.0,2018
43813, Golf,Manual,36062,Diesel,74.3,1.6,2016
43814, Golf,Automatic,27710,Petrol,55.4,1.4,2016
43815, Golf,Manual,21786,Petrol,53.3,1.4,2014
43816, Golf,Manual,29052,Diesel,60.1,2.0,2017
43817, Golf,Manual,40831,Diesel,72.4,1.6,2016
43818, Golf,Manual,8529,Diesel,61.4,1.6,2017
43819, Golf,Manual,19940,Petrol,60.1,1.4,2017
43820, Golf,Automatic,35661,Diesel,62.8,2.0,2016
43821, Golf,Manual,26660,Diesel,61.4,1.6,2017
43822, Golf,Automatic,33848,Diesel,62.8,2.0,2017
43823, Golf,Automatic,21462,Diesel,70.6,1.6,2016
43824, Golf,Manual,27940,Diesel,67.3,2.0,2014
43825, Golf,Automatic,37000,Diesel,62.8,2.0,2016
43826, Golf,Manual,100000,Diesel,67.3,2.0,2014
43827, Golf,Manual,38115,Petrol,55.4,1.4,2018
43828, Golf,Manual,57386,Diesel,61.4,1.6,2017
43829, Golf,Automatic,29000,Other,188.3,1.4,2016
43830, Golf,Manual,21733,Diesel,67.3,2.0,2017
43831, Golf,Automatic,23416,Diesel,58.9,1.6,2017
43832, Golf,Semi-Auto,85000,Petrol,39.8,2.0,2015
43833, Golf,Manual,64000,Petrol,47.1,2.0,2016
43834, Golf,Manual,137000,Diesel,68.9,2.0,2013
43835, Golf,Manual,66000,Petrol,39.8,2.0,2014
43836, Golf,Automatic,57000,Diesel,62.8,2.0,2016
43837, Golf,Manual,61000,Petrol,53.3,1.4,2014
43838, Golf,Manual,36000,Diesel,67.3,2.0,2016
43839, Golf,Manual,19785,Diesel,60.1,2.0,2018
43840, Golf,Automatic,38819,Diesel,58.9,2.0,2016
43841, Golf,Manual,43288,Diesel,67.3,2.0,2015
43842, Golf,Manual,60000,Diesel,67.3,2.0,2014
43843, Golf,Manual,42321,Diesel,62.8,1.6,2012
43844, Golf,Manual,44871,Diesel,67.3,2.0,2016
43845, Golf,Manual,36752,Diesel,65.7,2.0,2017
43846, Golf,Manual,30812,Diesel,58.9,2.0,2016
43847, Golf,Automatic,42455,Petrol,56.5,1.4,2014
43848, Golf,Manual,13000,Petrol,49.6,1.0,2018
43849, Golf,Manual,27000,Diesel,61.4,1.6,2017
43850, Golf,Automatic,69000,Diesel,67.3,1.6,2015
43851, Golf,Manual,31000,Diesel,67.3,2.0,2015
43852, Golf,Manual,37000,Diesel,67.3,2.0,2015
43853, Golf,Manual,58000,Diesel,67.3,2.0,2015
43854, Golf,Manual,27000,Diesel,74.3,1.6,2016
43855, Golf,Manual,23000,Petrol,39.8,2.0,2016
43856, Golf,Manual,41430,Diesel,68.9,1.6,2014
43857, Golf,Manual,26000,Petrol,35.8,2.0,2017
